tweet_id,meaning,communicated_message,inaccurate_or_misleadning,criticism_politicians,criticism_pharmaceutical_companies,criticism_public_health_officials,criticism_anti-vaxxers,criticism_vaccine_mandates,criticism_vaccine_safety,criticism_conservative_media,criticism_mainstream_media,criticism_public_health_policy,criticism_democrats_or_liberals,criticism_government,criticism_vaccine_effectiveness,criticism_other,support_science,support_choice_freedom,support_natural_health,support_vaccines,support_small_business,support_alternative_remedies,support_relaxed_approach,support_more_information,support_public_health_interventions,support_global_response,support_religious_beliefs,support_other
1440296720001241103,This tweet from author Brigitte Gabriel saying that she shouldn't have to tell anyone her vaccination status. ,Anti-vaccine,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,
1455703352323489792,The tweet is saying that being picky about which vaccine to get is 'madness' and that individuals should just get whichever vaccine is available to them. ,Pro-vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,
1454263059711680521,This tweet is in response to one from a vaccine researcher. This tweeter is saying they 'need new data' and the tweet links to a document by David John Sorensen and Dr. Vladimir Zelenko  saying the COVID vaccine is whats causing the death and the harm and not COVID. ,Anti-vaccine,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,
1436508473408229377,"This tweet is fact-checking a claim that 27 US Air Forces pilots resigned over vaccine mandates. This tweet links to an article disproving the claim. The tweeter says this rumour is a ""Q hoax"". ",Pro-vaccine,0,0,0,0,0,0,0,1,0,0,0,0,0,Disinformation/ Q Anon,0,0,0,0,0,0,0,0,0,0,0,
1445521647377715200,"This tweeter, Dominique Samuels a right-leaning political commentator, is tweeting about Wales' vote which passed the need for vaccine passports. She claims that because the vote only passed by one vote and a Tory MP could not get onto Zoom to vote that the vote is not legitimate. ",Anti-vaccine,1,1,0,0,0,1,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,
1501400152132624389,This is a retweet of an anti-vaccine article which argues that global elites have conspired to use COVID-19 to implant tracking chips in people. This tweet and article leverage the history of science and health officials violating the human rights of Black communities to promote distrust of the vaccine. ,Anti-vaccine,1,0,0,1,0,1,1,0,0,0,0,1,0,,0,1,0,0,0,0,0,0,0,0,0,vaccine conspiracy theories
1489735713146818560,This is a reply tweet applauding Connecticut's high vaccination rate. The tweet supports science as it trusts the data and the safety associated with high vaccination rates. ,Pro-vaccine,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,1,0,0,0,0,1,0,0,
1487772389450600449,"The tweeter is responding to another tweet that has been deleted, questioning whether vaccines are still effective amidst the Omicron variant. The tweet includes a video of Pfizer's CEO explaining that two doses of the vaccine provides limited protection. ",Unsure about the vaccine,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,1,0,0,0,
1484018370412433411,The tweet seems to have simply shared an article from Time magazine about the missteps of a vaccine manufacturer. ,Unsure about the vaccine,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Freedom of information
1463723687908155393,This tweeter is describing their side effects from the vaccine saying they were a little woozy for an hour. ,Unsure about the vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,
1437877664686161931,This tweet is saying that comparing COVID vaccines to polio vaccines doesn't work because the polio vaccine eliminated the spread of polio and the tweeter is claiming no COVID vaccine is currently doing that. ,Anti-vaccine,1,0,0,0,0,1,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,
1455506149529333769,This tweet is in response to one saying that Joe Rogan managed to beat COVID in 2 days without getting vaccinated. The tweeter is saying thats misleading because of all the treatments Rogan received including monoclonal antibodies treatment which promotes an immune response similar to that of the vaccine. ,Pro-vaccine,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,
1445185932664082432,The tweeter is saying now that vaccines are available people get to make the choice to help people and save lives citing that COVID causes long term damage. ,Pro-vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,
1440917704689569794,This tweet is in response to a tweet from an individual saying their mother with cancer recently got COVID also. The tweeter links to a video saying the 'truth' with a doctor listing all the negative impact of the vaccine including something called 'spike protein'. ,Anti-vaccine,1,0,0,0,0,1,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,
1438291795054579720,"Pastor Phil Rizzo is tweeting that anyone who believes in unvaccinated people not being allowed certain privileges, which he refers to as 'vaccine segregation' is 'evil'. ",Anti-vaccine,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,
1454015793935667202,"Conservative media platform, The Blaze, tweets a link to their article about Republican Representative Cawthorn's bill to block businesses from requiring COVID vaccines or testing. Cawthorn and The Blaze refer to vaccine mandates as 'subsidized medical apartheid.' ",Anti-vaccine,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,
1464462114341285897,"This tweet links to a youtube video in Hindi. This tweeter is saying that according to the supreme court and the constitution there is no one including, 'SP, DSP, DC, DM, CM, PM', who can force anyone to get vaccinated. ",Anti-vaccine,1,0,0,0,0,1,0,0,0,0,0,1,0,,0,1,0,0,0,0,0,0,0,0,0,
1464464569540112389,"This tweet, from news organization 7News in Brisbane Australia, says that thousands gathered across Australia to protest vaccine mandates and COVID restrictions. ",Anti-vaccine,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,
1464235520062636040,This tweet is announcing Singapore Prime Minister Lee's support for a 'swift and equitable' distribution of vaccines throughout Singapore. ,Pro-vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,1,0,
1459861044172660737,This tweet supports Tesco's decision to mandate vaccination in their stores. The tweeter says that they are excited to visit the store knowing everyone is vaccinated.,Pro-vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,0,0,
1465806689840427015,"This tweeter responds to a tweet arguing in support of the COVID-19 vaccine, and responds by saying that only older individuals or those who are immunocompromised have to worry about getting seriously ill from COVID-19. It argues that everyone other than older individuals and those who are immunocompromised do not need to get vaccinated.",Anti-vaccine,1,0,0,1,0,1,0,0,0,1,1,0,0,,0,0,1,0,0,0,1,0,0,0,0,
1479167942549983233,"This tweet is from the Physicians for Informed Consent, and states that parents are unable to sue manufacturers for vaccine injury to their children. It argues in favor of parental choice when it comes to the COVID-19 vaccine, and seemingly advocates against vaccine mandates.",Unsure about the vaccine,0,0,1,1,0,1,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,1,0,0,
1460793689836376064,"This tweeter states that those who oppose vaccines are privileged, and use vaccine mandates to claim personal oppression. This tweet is part of a thread highlighting the danger of anti-vaccine movements, stating that there are death threats currently placed against politicians who support vaccine mandates.",Pro-vaccine,0,0,0,0,1,0,0,1,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,
1445581984214835200,This tweet is saying that the tweeter got vaccinated with the moderna vaccine.,Pro-vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,
1451656631012450316,This tweet highlights a supposed deal between Justin Trudeau and Pfizer to continue supplying vaccines until 2024. This tweeter argues that this deal indicates that Trudeau will continue to declare that Canada is in a public health crisis in order to use these vaccines.,Anti-vaccine,1,1,1,0,0,1,0,0,0,0,1,1,0,Justin Trudeau,0,1,0,0,0,0,1,0,0,0,0,
1474226262851784708,"This tweet argues that for some individuals, the risks of the COVID-19 vaccine outweigh the benefits, and therefore argues against vaccine mandates for all.",Anti-vaccine,1,0,0,0,0,1,0,0,0,0,1,0,0,,0,1,0,0,0,0,1,1,0,0,0,
1478493226138935298,"This tweeter responds to someone saying that public health officials should charge higher hospital fees for those who are obese, as opposed to charging higher fees for those who are unvaccinated. This tweeter argues that this logic is flawed, as vaccines are a choice and obesity is much less of a choice.",Pro-vaccine,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,1,0,0,0,0,0,0,0,
1482777009843589124,"This tweet is comparing Australia to Nazi Germany because of Australia's vaccine mandate. It is referring to Novak Djokovic needing to vaccinated saying that it doesn't have anything to do with health and is just ""dirty politics"". ",Anti-vaccine,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,
1457824703096184837,"This tweet is an update of COVID stats in the UK including case, death, and vaccine numbers. ",Pro-vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,
1478474585368576001,This tweet is saying that among children hospitalized for COVID only 0.4 % of them eligible to be vaccinated were. The tweeter goes on to say that vaccines for children are safe and effective. ,Pro-vaccine,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,
1466318611115651082,This tweet is claiming that vaccines are created from fetus cells and compares vaccine mandates to the holocaust. ,Anti-vaccine,1,0,0,0,0,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,
1459715746829946885,"This tweet is saying that Republican Senator Doug Ericksen, who has been fighting to oppose vaccine mandates, how has contracted COVID in El Salvador and is unable to return back to the states. ",Pro-vaccine,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,
1451702762224463877,"This tweet is in response to one from the CDC saying that vaccines work. This tweeter is saying the CDC is lying and that vaccines have caused over 16 000 deaths which is untrue. The tweeter also claims that the CDC is run by Bill Gates and that when the ""mass awakening"" occurs, Bill Gates and the CDC will be charged with crimes against humanity.  ",Anti-vaccine,1,0,0,0,0,0,1,0,0,0,0,0,0,CDC/Bill Gates,0,0,0,0,0,0,0,0,0,0,0,
1467540276520620038,"This tweet is in response to one saying that a Christmas event was supposed to happen in France but few will able to attend because all the ""triple jabbed"" were ill and the event would not allow people who had only received one dose. This tweeter is saying that is happening ""everywhere"" insinuating that people who have gotten three doses of the vaccine are getting sick while the un-vaccinated are not, though the tweet makes very little sense.  ",Anti-vaccine,1,0,0,0,0,1,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,
1451937143585222658,This tweet is saying that a minister in Jamaica is urging individuals to get vaccinated because they have 190 000 doses of the AstraZeneca vaccine that are about to expire and people should take this opportunity to get vaccinated. ,Pro-vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,
1443792937167593477,"This tweet is saying that data from the ""Medicare Tracking System"", which is a database that does not exist, show that over 48 000 people died the two weeks following receiving their COVID vaccines. This is an entirely unsubstantiated claim and it is unclear where the tweeter got these numbers from. ",Anti-vaccine,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,
1478550672777822212,This tweet is part of a thread advocating for more COVID-19 safety measures in Ontario schools and daycares. It states that politicians must take action to protect children by making vaccines available to those under 12 years old.,Pro-vaccine,0,1,0,0,0,0,0,0,0,1,0,1,0,,1,0,0,1,0,0,0,0,1,0,0,vaccines for children
1469062270588272640,This tweet argues that the CDC discouraged some individuals from getting the vaccines by stating that vaccines stop the spread of COVID-19. The tweeter argues here that this poor and untrue messaging early on in the the pandemic ultimately discouraged people from getting the vaccine and trusting public health sources.,Pro-vaccine,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,better public health communication
1458942610329022464,"This tweet includes a photo of a 52 year old cardiologist who allegedly died from his vaccine booster shot. The tweet claims that the vaccines are ""experimental mRNA gene therapy"" and that ""vaccines are the real pandemic"".",Anti-vaccine,1,0,0,0,0,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,
1440227819229908997,This tweet is announcing that 12-15 year olds are able to get vaccinated in England and hours that the vaccination clinic is open.  ,Pro-vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,
1469000848076414976,"This tweet is saying that ""Vaccine Acquired Immune Deficiency Syndrome (VAIDS)"" will become more common effectively claiming that the COVID vaccines will be causing AIDS. ",Anti-vaccine,1,0,0,0,0,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,
1460701080162082824,"This tweet links to a video from Fox News of Laura Ingraham and another anchor who is trying to explain an episode of the Netflix show, ""You"". Ingraham thinks he's referring to her and is not understanding that there is a show called ""You"" despite his best efforts. The tweeter then says, ""These are the people lecturing us about vaccines. Un-freaking-believable 😂😅😂"", insinuating that this interaction is showing a lack of intelligence and they should not be trusted to speak about vaccines. ",Pro-vaccine,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,
1457830569740587014,"This tweet is linking a Washington Post with the headline, ""Big Bird got his Pfizer shot, and conservatives are calling it vaccine ‘propaganda’"". The tweeter says that every story mainstream media or ""every news cycle inside DC"" puts out is just about what conservatives are angry about. ",Anti-vaccine,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,
1437756128356614152,This tweet is saying that children don't necessarily need to be vaccinated if they are already immune and that 'anti-body tests' should be done on children. The tweeter is saying that the focus should be off of vaccines and onto 'immunity'. ,Anti-vaccine,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,Natural Immunity
1471911335281709072,This tweet is in response to one showing conflicting information on whether or not Omicron was as severe at Delta by two American scientists Dr. Forman and Dr. Topol. The tweeter then says that neither doctor can be trusted because they allegedly tried to stop the vaccines from being available prior to the 2020 election as a political move against Trump.  ,Pro-vaccine,1,0,0,0,0,0,0,0,0,0,0,0,0,Political Activists,1,0,0,0,0,0,0,0,0,0,0,
1472247643854315530,This tweet is in response to a tweeter saying that his dad got COVID despite being vaccinated. This tweeter was asking if his dad got two or three doses and said that the Johnson and Johnson vaccine is useless against Omicron. ,Pro-vaccine,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,
1451041940087128064,This tweet is saying that vaccine mandates and firing paramedics for refusing to get vaccinated is uncivilized and unconstitutional. The tweeter says that it will be detrimental to the economy as well as public safety. ,Anti-vaccine,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,
1478518135196196867,This tweet is saying that the vaccines were meant to help slow the spread but the government acted as if it eliminated COVID completely. ,Pro-vaccine,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,
1469604898966749186,"This tweeter is referring to anti-vaxxers paying for fake vaccine passports instead of just getting vaccinated is the ""definition of stupid"". ",Pro-vaccine,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,
1461726545760997381,"This tweeter is saying they know to understand how the Nazis could ""rise to power"" after seeing the rollout of the vaccine mandates comparing the ""imprisonment"" of the unvaccinated to Jewish people during Nazi Germany. ",Anti-vaccine,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,
1449963384208719873,"This tweeter is saying that vaccines were distributed too late and the federal provision of quarantine was both ""incompetent and harmful"". ",Unsure about the vaccine,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,
1471325998255853573,"This tweet is saying that COVID is a ""mental health crisis"" because people are completely vaccinated, triple vaccinated, but still scared of doing things for fear of contracting COVID. ",Unsure about the vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,
1468691595436466180,This tweet is upset that a child was given pizza for getting the vaccine at school and was told not to tell anyone.,Anti-vaccine,1,0,0,0,0,1,0,0,0,1,0,0,0,the left,0,1,0,0,0,0,0,0,0,0,0,
1485808713667469314,"Tweeter is criticizing the hypocrisy of conservative politicians, who show solidarity with the freedom of choice of anti-vaccine and anti-mandate groups but not women's choice regarding abortion rights. ",Pro-vaccine,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,
1465206376544702464,"The tweet was posted in response to someone who is upset that an area in New Zealand has not been deemed ""green"" even though cases are low. The tweeter is suggesting that these ""zones"" are a way to force people to get vaccinated. ",Anti-vaccine,1,0,0,1,0,1,0,0,0,1,0,1,0,,0,1,0,0,0,0,0,0,0,0,0,Conspiracy theories
1469931194628329473,"This twitter post suggests that the German government lightly bribed people to get vaccinated, sarcastically stating that low value gifts were give to promote vaccination.",Anti-vaccine,1,0,0,1,0,1,0,0,0,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,Vaccine skepticism
1452736687826669568,"The tweeter relays a quote they heard in public, from a seemingly paranoid anti-vaxxer. This tweeter revealed shock -- given what they heard took place in a deeply democrat-voting state -- which indicated that they were in disbelief that people in the area could have such anti-vaxx beliefs. ",Pro-vaccine,0,0,0,0,1,0,0,0,0,0,0,0,0,Conspiracy theorists,1,0,0,1,0,0,0,0,1,0,0,
1450119708104003584,"The tweet shares information on out-of-pocket spending for COVID-19 hospitalizations, based on information from the University of Michigan. The changes being discussed apply to patients who cannot be vaccinated. ",Unsure about the vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,
1447362925946146818,"This Twitter post was made in response to a person who publicly claimed that monoclonal antibody treatments (MAT) are a great solution to combating COVID-19, while simultaneously rejecting vaccine mandates and ""big pharma."" It is not clear if this post is truly anti-""big pharma,"" yet it certainly brings attention to the fact that MAT is also produced by ""big pharma.""",Unsure about the vaccine,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Awareness about who produces certain medical treatments.
1439203169859354624,A person who is clearly skeptical of vaccines uses percentages regarding herd immunity to push vaccine skepticism. Public health officials have never publicized that a vaccination rate of 90% or higher is required for herd immunity -- the number has typically been in the mid-80's -- so this post is misleading and promotes mistrust towards public health. ,Anti-vaccine,1,1,0,1,0,1,0,0,0,1,0,1,0,,0,1,0,0,0,0,1,0,0,0,0,Consistent messaging
1483781421521059843,This tweet links to a tool that was created to determine an individual's risk for contracting and being hospitalized for COVID. ,Pro-vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,
1469984405183766531,"This tweet is saying that the new requirements for being ""fully vaccinated"" now include getting a third dose. This tweeter is expressing frusteration that this will ""never end"". ",Anti-vaccine,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,
1479067065621307395,"This tweet is saying there is new data from Isreal saying that vaccines ""augment"" the chance of getting COVID speculating the vaccine might increase the risk of infection. ",Anti-vaccine,1,0,0,0,0,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,
1437521847613001729,"This tweeter is pointing out the hypocrisy of anti-vaxxers taking issue with vaccine passports but wanting trans people to ""prove' their gender before using a washroom. ",Pro-vaccine,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,
1463891411246407683,This tweet is saying that there's another vaccine that creates T cells which they are claiming works better than the current vaccines available. ,Unsure about the vaccine,1,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,
1449390997612503041,This tweet is sharing a link to a video that explains Joe Bidens policy on vaccine mandates in workplaces ,Anti-vaccine,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,
1444136519183314946,"This tweet is saying that vaccines are not effective and only help big pharma, which is incorrect. The tweet is formatted as a checklist.",Anti-vaccine,1,0,1,0,0,1,0,0,0,0,0,0,1,,0,1,0,0,1,0,0,0,0,0,0,
1464114794617843714,This tweet is implying that South Africa is reporting new COVID variants to justify their mandate and lockdown measures.,Unsure about the vaccine,1,0,0,0,0,1,0,0,0,0,0,1,0,,1,1,0,0,0,0,0,0,0,0,0,
1467582600361525251,This tweet is saying that mandates are not discriminatory because vaccines are free.,Pro-vaccine,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,
1449133685538623495,This tweet is a reminder for attendees of a concert that they must show proof of vaccination or a negative COVID test to enter the venue.,Pro-vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,
1460850241591300097,"This tweet is saying that states of emergency should be stopped because vaccines are available, COVID is treatable and deaths are low, which is misinformation. ",Unsure about the vaccine,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0,0,0,0,1,0,0,0,0,
1470730596922101771,This tweet is tweeting at an airline to ask for clarification on it's vaccine policy that says negative PCR test and vaccine are necessary for boarding.,Pro-vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,
1481138006555725828,"This tweet is saying that it does not matter is a person is vaccinated or has gotten their booster shot, which is incorrect. ",Anti-vaccine,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,
1455880562175057928,"This tweet is saying that public health officials have a unanimous consensus in vaccinating kids aged 5-11, despite the general public having varying opinions on vaccines.",Pro-vaccine,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,1,0,0,0,0,1,0,0,
1473495297577963521,This tweet is replying to an anti-vax tweet comparing the rate of booster shot administration to a miracle.,Pro-vaccine,1,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,
1470817979659169795,"This tweet is linking to a story about a vaccinated sports team having a COVID outbreak, sarcastically implying that vaccines do not work.",Anti-vaccine,1,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,
1444653547799318531,This tweet is saying that an anti-vaxxer on a conservative media network is too intense with his anti-vax messaging and that the media network should be ashamed to have had him as a guest.,Pro-vaccine,0,0,0,0,1,0,0,1,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,
1436430199726481410,"This tweet is saying that vaccines are an experiment, which is incorrect.",Anti-vaccine,1,0,0,0,0,0,0,0,0,1,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,
1459260382720274432,This tweet is saying a reporter implied that anti-vaxxers do not deserve healthcare if they become ill.,Anti-vaccine,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,
1470731888683855878,This tweet is saying that anti-vaxxers asking for medical records of people who have died of COVID more invasive than proof of vaccinations that anti-vaxxers are criticizing.,Pro-vaccine,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,1,0,0,0,0,0,0,0,
1478515561088700416,This tweet is saying that we don't know the ingredients of most of the things we put in our bodies so anti-vaxxers should not use that argument against the vaccine.,Pro-vaccine,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,
1456215715061514247,This tweet is a list of COVID case counts and vaccination statistics.,Pro-vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,
1469956429553405954,This tweet is saying that facial recognition software could make vaccine mandates more enforceable in the future ,Anti-vaccine,1,0,0,0,0,0,0,0,0,0,0,0,0,surveillance,0,1,0,0,0,0,0,0,0,0,0,privacy
1443742534958780424,This tweet is sharing a new story that says vaccination numbers grew as the start of a mandate for healthcare workers approached.,Pro-vaccine,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,
1450146847406833666,This tweet is criticizing a reporter for not saying that someone who died of COVID had a pre-existing condition.,Anti-vaccine,1,0,0,0,0,0,0,1,0,0,0,0,1,,0,0,0,1,0,0,0,0,0,0,0,
1453277960195223565,This tweet is saying that children need extra help to arrange their vaccines and to get their proof of vaccination. ,Pro-vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,access to vaccines for children,0,0,0,1,0,0,0,0,0,1,0,accessibility
1483739368431001600,This tweet is criticizing the vaccine for having waning immunity and is implying that Ivermectin may be more effective.,Anti-vaccine,1,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,0,0,0,0,
1439613073833086976,This tweet is a quote from a government official saying that they will do whatever is needed to limit the spread of COVID.,Pro-vaccine,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,
1437026705525260289,This tweet is reporting that anti-vaxxers protested in a shopping center against mandatory proof of vaccination.,Pro-vaccine,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,
1482918178837704705,"This tweet is saying that the COVID vaccine reduces immunity to other illnesses, which is incorrect.",Anti-vaccine,1,0,0,0,0,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,1,0,0,0,0,
1444492934427004929,"This tweet is saying that the tweeter is worried about the high levels of adverse affects from the vaccine, which is incorrect.",Anti-vaccine,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,
1444791861290446848,The tweeter discusses how vaccines no longer work amid the Delta variant and that vaccine mandates are harmful and illegal. ,Anti-vaccine,1,0,0,1,0,1,0,0,0,1,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,
1452334417171595271,This tweet is using bible verses to say that big pharma should not be profiting from the pandemic because peoples lives are at stake.,Pro-vaccine,0,0,1,0,1,0,0,0,0,0,0,0,0,Christians,0,0,0,1,0,0,0,0,0,1,0,
1442919895029600257,This tweet is saying nurses who do not want to be vaccinated should leave healthcare and asks how they became misinformed.,Pro-vaccine,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,
1456348586116059139,This tweet is asking for clarification on an airlines COVID-19 policy.,Unsure about the vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,
1438556217136320519,"This tweet is saying that unvaccinated children are healthier than vaccinated children, which is incorrect, but doctors will not study this.",Anti-vaccine,1,0,0,0,0,0,1,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,0,
1464661900407443457,This tweet is saying that as time has gone on public health and government have been okay with higher and higher numbers of COVID deaths.,Pro-vaccine,0,0,0,0,0,0,0,0,0,1,0,1,0,,1,0,0,1,0,0,0,0,1,0,0,
1459023881780428803,This tweet is sharing an article that says police officers who do not get vaccinated could be fired.,Pro-vaccine,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,
1457342174815821829,This tweet is saying that vaccinated people will be able to enter the United States by air.,Pro-vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,
1446957056091623425,"This tweet is saying that big pharma is comparable to the mafia and what is in the vaccine is unclear, which is incorrect.",Anti-vaccine,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,
1439306695809896458,This tweet is saying that the tweeter who is unvaccinated has not gotten COVID and that he thinks the pandemic is a joke.,Anti-vaccine,1,0,0,0,0,1,0,0,0,1,0,0,0,,0,1,0,0,0,0,1,0,0,0,0,
1473067624510771200,This tweet is asking if there is a correlation between vaccination rates and COVID case counts.,Unsure about the vaccine,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,
1453656036393435137,This tweet is sharing an article that explains the United States' COVID travel policies.,Pro-vaccine,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,0,
1437681301969121280,This tweet is criticizing a pop star for spreading misinformation about the vaccine and not admitting she was wrong.,Pro-vaccine,0,0,0,0,1,0,0,0,0,0,0,0,0,Public Figures,0,0,0,1,0,0,0,0,0,0,0,
1479766344111435779,This tweet is saying that government has more interest in foreign affairs than their own citizens that are not vaccinated.,Anti-vaccine,1,0,0,0,0,0,0,0,0,0,0,1,0,China,0,1,0,0,0,0,0,0,0,0,0,
